station_id,country,name,lat,lng,units,lw,mw,hw,rivers
201038,AT,"Lech @ Grießau",47.298,10.4631,cm,110,150,230,"Lech / Steeg - Stanzach"
201053,AT,"Hornbach @ Vorderhornbach (Brücke)",47.368599,10.538,cm,115,125,None,"Hornbach / Oberer | Hornbach / Unterer"
201095,AT,"Isar @ Scharnitz (Weidach)",47.389599,11.264,cm,115,135,160,"Isar / Oberste (Hinterautal - Scharnitz)"
201293,AT,"Inn @ Landeck Perjen",47.146999,10.5714,cm,280,300,330,"Inn / Unteres Gericht (Fliess - Urgen) | Inn / Urgen - Landeck"
201350,AT,"Rofenache @ Vent",46.857201,10.9109,cm,None,None,None,"Rofner Ache / Schlucht (Hochjochhospiz-Rofenhöfe)"
201368,AT,"Venter Ache @ Vent (altes Feuerwehrhaus)",46.859501,10.9146,cm,50,60,70,"Venter Ache / Heilligkreuz-Schlucht | Venter Ache / Untere (P4 - Zwieselstein) | Venter Ache / Obere (Vent - Strassenbrücke)"
201376,AT,"Gurgler Ache @ Obergurgl",46.8689,11.0222,cm,50,65,None,"Gurgelener Ache / Obergurgl - Liftparkplatz Pill | Gurgelener Ache / Strassenbrücke - Sahnestüberl | Gurgelener Ache / Sahnestüberl - Zwieselstein"
201384,AT,"Ötztaler Ache @ Sölden",46.9776,11.0117,cm,None,None,None,"Ötztaler Ache / Kühtrain Schlucht | Ötztaler Ache / Obere (Sölden - Bruggen)"
201434,AT,"Ötztaler Ache @ Tumpen",47.163101,10.9105,cm,200,225,240,"Ötztaler Ache / Mittlere (Au - Köfelser Brücke):200:225:240 | Ötztaler Ache / Köfelser Strecke (Brücke - Umhausen):200:230:265 | Ötztaler Ache / Achestürze (Tumpen - Habichen) | Ötztaler Ache / Wellerbrücke (Habichen - Oetz):180:200:215 | Ötztaler Ache / Untere (Oetz - Haiming):190:230:280"
201459,AT,"Inn @ Magerbach",47.2593,10.8759,cm,200,300,400,"Inn / Imsterschlucht (Imst - Haiming)"
201566,AT,"Gschnitzbach @ Steinach am Brenner",47.092899,11.4651,cm,190,195,210,"Gschnitzbach / Gschnitz - Trins | Gschnitzbach / Trins - Steinach"
201574,AT,"Sill @ Puig (Matrei am Brenner)",47.113098,11.4524,cm,145,160,170,"Sill / Mittlere"
201624,AT,"Sill @ Innsbruck Reichenau",47.2729,11.4115,cm,290,330,400,"Sill / Untere"
201822,AT,"Brandenberger Ache @ Mariathal",47.4543,11.865,cm,80,100,130,"Valepp /  | Brandenberger Ache / Kaiserklamm | Brandenberger Ache / Pineggerklamm + Wiesklamm | Brandenberger Ache / Tiefenbachklamm | Brandenberger Ache / Unterlauf"
201848,AT,"Kelchsauer Ache @ Hörbrunn",47.420601,12.1397,cm,None,None,None,"Kelchsauer Ache / Mauthaus - Campingplatz | Kelchsauer Ache / Langer Grund - Mauthaus"
201897,AT,"Weissache @ Kaiserwerk",47.542198,12.1777,m³/s,3,5,None,"Weissache / Klamm"
201913,AT,"Kitzbüheler Ache @ Kitzbühel (Bahnhofsbrücke)",47.454899,12.3894,m³/s,5,None,None,"Kitzbüheler Ache / Jochberg Ache | Kitzbühler Ache / Unterlauf"
201947,AT,"Fieberbrunner Ache @ Almdorf",47.5196,12.4412,cm,125,140,175,"Fieberbrunner Ache / Standardstrecke"
202036,AT,"Sanna @ Landeck Bruggen",47.143398,10.5628,cm,195,240,260,"Sanna / Unterhalb Zusammenfluss - Landeck"
202127,AT,"Leutascher Ache @ Leutasch (Klamm)",47.3634,11.1126,m³/s,2.5,5.5,None,"Leutascher Ache / Schlucht (Gaistal)"
202218,AT,"Windauer Ache @ Unterwindau",47.4342,12.176,cm,95,120,145,"Windauer Ache / Mauthaus - Lendwirt"
202226,AT,"Namlosbach @ Stanzach",47.383499,10.5631,cm,None,None,None,"Namlosbach / Klamm"
202283,AT,"Ruetz @ Krössbach",47.080299,11.2661,cm,110,120,130,"Ruetz / Oberste | Ruetz / Neustift - Fulpmes | Ruetz / Wasserfallstrecke"
202523,AT,"Drau @ Arnbach",46.7411,12.3726,cm,None,None,None,"Drau / Hof - Abfaltersbach"
202564,AT,"Rosanna @ St Anton am Arlberg-Salzhütte",47.096401,10.2129,cm,25,35,40,"Rosanna / Oberste: Oberhalb Verwallsee"
202622,AT,"Aschauer Ache @ Kirchberg in Tirol",47.446499,12.3143,cm,None,None,None,"Reither Ache / Aschau - Kirchberg | Kirchberger Ache / Unterlauf"
202754,AT,"Villgratenbach @ Heinfels",46.7542,12.4359,cm,160,170,180,"Villgratenbach / Standardstrecke"
212043,AT,"Isel @ Hinterbichl",47.015301,12.337,cm,75,85,90,"Isel / Virgenschlucht | Isel / Durchbruchsschlucht (Bobojach - Gries) | Isel / Hintere Isel"
212084,AT,"Tauernbach @ Prossegg",47.014999,12.5304,cm,None,None,None,"Tauernbach / Prosseggklamm | Tauernbach / Standardstrecke | Tauernbach / Tauernschlucht | Tauernbach / Oberer"
212100,AT,"Schwarzach @ Hopfgarten in Defereggen-Zwenewald",46.917599,12.5115,cm,45,60,75,"Defereggenbach (Schwarzach) / Unterer | Defereggenbach (Schwarzach) / Tunnelstrecke | Defereggenbach (Schwarzach) / Standardstrecke | Defereggenbach (Schwarzach) / Wasserfallstrecke | Defereggenbach (Schwarzach) / Oberster"
212142,AT,"Kalserbach @ Staniska",46.953999,12.6159,cm,45,55,65,"Kalserbach / Durchbruch | Kalserbach / Knopfbrücke - Parkplatz mit Wasserfall"
230706,AT,"Melach @ In der Au",47.225201,11.2327,cm,60,65,75,"Melach / Obere | Melach / Standardstrecke"
231092,AT,"Drau @ Lienz Falkensteinsteg",46.817902,12.7596,cm,50,70,80,"Drau / Thal - Gailitzenklamm"
297005,AT,"Pitze @ Wasserfassung Wenns",47.158298,10.7374,cm,48,60,70,"Pitzbach / Kitzgartenschlucht (Hairlach - Wiesle)"
297069,AT,"Wildschönauer Ache @ Kundl",47.4669,11.9886,cm,215,None,None,"Wildschönauer Ache / Kundler Klamm"
297087,AT,"Trisanna @ Ischgl Platt",47.028301,10.3145,cm,140,160,None,"Trisanna / Ischgl - See"
by.11418250,AT,"Breitach @ Tiefenbach",47.417198,10.2544,m³/s,11,18,25,"Breitach / Obere (Riezlern, Camping Zwerwald - Schwarzachmündung/Schwendeschlucht | Breitach / Klammende - Fischen | Schwarzwasser / Mahdtalhaus - Breitach Mündung | Breitach / Obere (Bödmen - Camping Zwerwald) | Breitach / Obere (Schwarzachmündung/Schwendeschlucht - Breitachklamm)"
by.16000708,AT,"Isar @ Mittenwald",47.443298,11.2709,cm,100,170,None,"Isar / Obere (Scharnitz - Camping Isarhorn)"
by.16001303,AT,"Isar @ Rißbachdüker",47.553398,11.4181,m³/s,9,15,30,"Isar / Kanada (Krün - Vorderriß)"
by.16003003,AT,"Isar @ Lenggries",47.6842,11.5719,m³/s,10,45,150,"Isar / Isarburg (Sylvensteinspeicher - Arzbach)"
by.16124950,AT,"Leutasch @ Mittenwald",47.4272,11.2531,m³/s,10,None,None,"Leutascher Ache / Standard (Klamm - Telfs)"
by.16145008,AT,"Rißbach @ Rißbachklamm",47.518002,11.4424,cm,125,134,142,"Fermersbach /  | Rißbach / Standard (Hinterriß - Klamm) | Rißbach / Rißbachklamm"
by.16163000,AT,"Dürrach @ Dürrach",47.553299,11.5393,cm,None,None,None,"Krottenbach /  | Dürrach / "
by.16166008,AT,"Walchen @ Walchen",47.5825,11.6067,m³/s,12,17,23,"Walchen / Wasserfallstrecke | Walchen / untere Klamm"
by.16401006,AT,"Loisach @ Garmisch o. d. Partnachmündung",47.483398,11.0633,cm,120,130,150,"Loisach / Obere | Loisach / Mittlere | Loisach / Griesenschlucht"
by.16612001,AT,"Ammer @ Peißenberg",47.778301,11.0574,m³/s,8,18,58,"Ammer / Obere (Scheibum) | Ammer / Untere"
by.16615203,AT,"Halbammer @ Unternogg",47.644402,10.9659,m³/s,8,15,23,"Halbammer / "
by.18182005,AT,"Kieferbach @ Bleyerbrücke",47.613899,12.1566,m³/s,7,12,16,"Thierseer Ache / Landl - Gasthaus Wachtl"
by.18458503,AT,"Schwarzlofer @ Reit im Winkl",47.665901,12.4979,m³/s,4.5,7,11,"Wössener Bach / Hammerer Schlucht | Schwarzlofer / "
by.18462205,AT,"Prien @ Aschau",47.780602,12.3238,cm,70,90,None,"Grattenbach / Sturzbach | Prien / Grattenbach - Aschau"
by.18601006,AT,"Salzach @ Golling",47.596401,13.1642,cm,60,80,95,"Salzach / Salzachöfen"
by.18622006,AT,"Ramsauer Ache @ Ilsank",47.613998,12.9532,m³/s,5,10,20,"Ramsauer Ache / Standardstrecke | Ramsauer Ache / Zauberwald | Ramsauer Ache / Marxenklamm"
by.18625004,AT,"Königsseer Ache @ Schwöbbrücke",47.616402,12.997,cm,90,115,160,"Königsseer Ache / Königsee - Mündung Ramsauer Ache | Königsseer Ache / Wasserfall"
by.18640802,AT,"Saalach @ Weißbach",47.5214,12.7494,m³/s,15,40,80,"Saalach / Luftensteinklamm"
by.18642003,AT,"Saalach @ Unterjettenberg",47.681198,12.8229,m³/s,10,50,75,"Saalach / Slalom Lofer | Saalach / Lofer-Schlucht | Saalach / Au - Unken"
ktn.2,AT,"Lieser @ Spittal-Fasan",46.807701,13.4963,cm,150,180,200,"Lieser / Lieserschlucht | Lieser / Nickelbauerbrücke - Seebach | Lieser / Gmünd - Alterberg"
ktn.4,AT,"Vellach @ Miklauzhof",46.536999,14.5937,cm,None,None,None,"Vellach / Rechberger Schlucht"
ktn.6,AT,"Malta @ Sandriesen",46.911999,13.532,m³/s,16,None,None,"Malta / Wasserspiele"
ktn.7,AT,"Gail @ Maria Luggau-Moos",46.702702,12.7406,cm,45,75,95,"Gail / Untere, Birnbaum/Nostra - Wehr vor Kötschbach | Gail / Mittlere, St. Lorenzen - Birnbaum/Nostra | Gail / Obere, Bichl - St. Lorenzen"
ktn.8,AT,"Gurk @ Weitensfeld-Ost",46.849499,14.1997,cm,110,130,145,"Gurk / Enge Gurk | Gurk / Gurkklamm"
ktn.9,AT,"Ebriachbach @ Bad Eisenkappel - Forsthaus",46.4893,14.5862,m³/s,None,None,None,"Trögerner Bach / Trögerner Klamm"
noe.207944,AT,"Kamp @ Zwettl (Bahnbrücke) (EVN)",48.610298,15.1723,cm,175,210,250,"Kamp / Roiten - Gschwendt"
noe.208462,AT,"Lainsitz @ Ehrendorf",48.757999,14.9618,cm,175,200,240,"Lainsitz (Lužnice) / Gmünd section"
noe.208579,AT,"Braunaubach @ Hoheneich",48.771301,15.0079,m³/s,8,12,20,"Braunaubach / Schrems section"
noe.208850,AT,"Große Erlauf @ Erlaufboden (EVN)",47.881199,15.2639,m³/s,8.5,18,24,"Erlauf / Vordere Tormäuer (Standardstrecke) | Erlauf / Erlaufmäuer (Erlaufklause - Erlaufboden) | Ötscherbach / Oberlauf (Schutzhaus Vorderötscher - Ötscherhias) | Ötscherbach / Unterlauf + Hintere Tormäuer (Ötscherhias - Erlaufboden)"
noe.209551,AT,"Ois @ Lunz am See (Seestraße)",47.8605,15.0312,m³/s,13,27.5,42,"Lassing / Klaus - Schloif"
ooe.0150,AT,"Maltsch @ Leopoldschlag",48.6171,14.5044,cm,200,210,220,"Maltsch (Malše) / Unterwald - Zettwing"
ooe.3475,AT,"Pesenbach @ Bad Mühllacken",48.364201,14.0645,cm,175,185,195,"Pesenbach / Gerling - Mühllacken"
ooe.3850,AT,"Große Rodl @ Zwettl an der Rodl",48.468201,14.2756,cm,165,185,200,"Große Rodl / Untere (Grammastetten - Rottenegg) | Große Rodl / Obere (Untergeng - Grammastetten) | Kleine Rodl / Stausee - Rottenegg"
ooe.4030,AT,"Traun @ Obertraun",47.564499,13.7215,cm,95,120,145,"Koppentraun / Bad Aussee - Koppenrast | Ödenseetraun / "
ooe.6270,AT,"Alm @ Penningersteg",48.052898,13.9227,cm,160,175,200,"Vorderer Rinnbach /  | Hinterer Rinnbach / "
ooe.8015,AT,"Laussabach @ Platzl",47.727699,14.64,cm,155,165,175,"Laussabach / Laussafall"
ooe.8130,AT,"Reichramingbach @ Reichraming",47.8862,14.4545,cm,90,110,130,"Reichraming / Schwarzer Bach - Haselbach | Reichraming / Grosse Schlucht (Haselbach - Rabenbach) | Reichraming / Grosse Schlucht (Rabenbach - Plaißabach) | Reichraming / Plaißabach - Reichraming"
ooe.8445,AT,"Piessling @ Roßleithen",47.705898,14.2694,cm,None,None,None,"Piessling / Oberlauf (Ursprung - Roßleithen) | Piessling / Unterlauf (Roßleithen - Wehr vor Teichl)"
ooe.8580,AT,"Steyrling @ Steyrling",47.805,14.1372,cm,None,None,None,"Steyrling / "
ooe.8620,AT,"Steyr @ Klaus an der Pyhrnbahn",47.830299,14.1593,cm,125,180,240,"Steyr / Klaus - Frauenstein | Steyr / Kraftwerk Agonitz - Haunoldmühle"
ooe.8790,AT,"Krumme Steyrling @ Molln",47.893799,14.2798,cm,100,120,140,"Krumme Steyrling / Bodinggraben - Jaidhaus | Krumme Steyrling / Breitenau - Mündung Steyr"
ooe.9160,AT,"Feldaist @ Kefermarkt",48.443199,14.5344,cm,150,170,200,"Feldaist / Irrgarten"
ooe.9220,AT,"Waldaist (Schwarze Aist) @ Weitersfelden",48.4716,14.7219,cm,165,180,190,"Waldaist / Riedlhammer Katarakt"
ooe.9420,AT,"Große Naarn @ Königswiesen (Ort)",48.4039,14.8395,cm,150,170,190,"Naarn / Obere | Schwarzaubach / Hörzenschlag - Königswiesen"
ooe.9480,AT,"Naarn @ Haid",48.208599,14.683,cm,220,240,250,"Naarn / Naarnschlucht"
rz.1159,AT,"Weißbach @ Schneizlreuth_Weißbach",47.693199,12.8015,cm,18,27,35,"Weißbach / Weißbachschlucht"
rz.1162,AT,"Auerbach @ Bad Trißl",47.658401,12.1541,m³/s,2.5,None,None,"Auerbach / Micro-creek section"
rz.1226,AT,"Mühlbach @ Mühlau",47.728001,12.3969,m³/s,3,4.5,5.5,"Mühlbach / Dalsenbach Wasserfall"
rz.1236,AT,"Lammer @ Aubach basin [estimated]",47.595299,13.2976,m³/s,8,11,None,"Aubach / "
rz.1249,AT,"Ruetz @ Kampl Fußgängersteg",47.125099,11.3302,cm,110,125,None,"Ruetz / Ruetzschlucht"
rz.1250,AT,"Gulling @ Aigen im Ennstal",47.525398,14.1483,m³/s,9,None,None,"Gulling / Eltlehen - Rohrer | Gulling / Rohrer - Hinterauer | Gulling / Obere Waldschlucht (Hinterauer - Mündung Mittereggenbach)"
rz.1251,AT,"Donnersbach @ Irdning",47.503399,14.0947,m³/s,None,None,None,"Donnersbach / Ausleitungsstrecke | Donnersbach / Klamm | Donnersbach / Oberlauf"
rz.1280,AT,"Mur @ Kendlbruck",47.069599,13.8816,cm,90,120,150,"Mur / Predlitz- St.Ruprecht ob Murau | Mur / St.Georgen am Kreischberg - Murau | Mur / Tamsweg- Predlitz"
rz.1301,AT,"Große Mühl @ Teufelmühle",48.546799,14.0297,cm,200,215,225,"Große Mühl / Untere"
rz.1302,AT,"Loferbach @ Lofer",47.584801,12.6977,cm,150,170,210,"Strubbach (Loferbach) / "
rz.1319,AT,"Kleinsölkbach @ Lattenpegel, Wiederlager",47.371899,13.9348,cm,None,None,None,"Kleine Sölk / Sagschneider - Stausee"
rz.1346,AT,"Kamp @ Stiefern",48.534698,15.6901,m³/s,9.5,18.5,35,"Kamp / Untere (Wegscheid - Steinegg)"
rz.1435,AT,"Lunzer See @ Lunz am See (Wassercluster)",47.851898,15.0424,m³/s,3,5,7,"Rothbach / Steile Meile"
rz.1441,AT,"Isel @ Brühl",46.975399,12.5499,cm,120,150,180,"Isel / Iselkatarakt | Isel / PreKaterakt"
rz.1444,AT,"Drau @ Lienz-Falkensteinsteg",46.817902,12.7596,m³/s,10,15,None,"Drau / Slalom Lienz"
rz.1447,AT,"Traun @ Ebelsberg",48.2481,14.3243,cm,140,170,190,"Traun / Ebelsberg playspot"
rz.1563,AT,"Mitterweißenbach @ Mitterweißenbach",47.7514,13.66,cm,None,None,None,"Mitterweissenbach / Höllbachfall + Klamm | Mitterweissenbach / Standardstrecke"
rz.1565,AT,"Kleine Mühl @ Obermühl",48.457298,13.9224,cm,None,None,None,"Kleine Mühl / Bruckwirt - Obermühl"
rz.1566,AT,"Mangfall @ Valley",47.895199,11.7835,cm,65,90,120,"Mangfall / Maxlmühle - Westerham | Mangfall / Thalham - Bruckmühle"
rz.1567,AT,"Triftbach linker Mühlkanal @ Bad Aibling",47.856602,12.0047,cm,170,None,None,"Triftbach / Little Shit Wave"
rz.1616,AT,"Lammer @ Obergäu",47.583698,13.182,cm,45,65,85,"Lammer / Lammeröfen"
rz.1617,AT,"Salzach @ Golling",47.595798,13.1635,cm,None,None,None,"Salzach / Kuchler Schwall"
rz.1669,AT,"Tiroler Achen @ Staudach",47.781399,12.4757,m³/s,10,35,100,"Kössener Ache / Entenlochklamm"
rz.1670,AT,"Isel @ St Johann im Walde (Brücke)",46.904499,12.6293,cm,160,220,300,"Isel / Untere, St. Johann im Walde - Lienz | Isel / Mittlere, Huben - St. Johann im Walde"
rz.1671,AT,"Rottach @ Rottach",47.691898,11.774,cm,None,None,None,"Rottach / Rottachfälle"
rz.1706,AT,"Steyr @ Kniewas",47.767399,14.1689,cm,100,130,160,"Steyr / Stromboding Fall - Gasthaus Steyrbrücke | Steyr / Stromboding Fall"
rz.1707,AT,"Rettenbach @ Grabenbachbrücke",47.693699,13.6881,cm,150,170,190,"Rettenbach / Oberlauf (Kanonenrohr) | Rettenbach / Standardstrecke"
sbg.203265,AT,"Lammer @ Schwaighofbrücke",47.573898,13.3847,m³/s,6,15,20,"Lammer / Obere (Annaberg - Lammeröfen)"
sbg.203463,AT,"Saalach @ Viehhofen",47.3657,12.7357,m³/s,5,12,19,"Saalach / Oberlauf (Jausern - Viehhofen)"
sbg.203901,AT,"Salzach @ Wallnerau",47.310101,13.1202,m³/s,25,70,None,"Salzach / Raftstrecke (Eschenau - Schwarzach)"
sbg.204180,AT,"Salzach @ Salzburg (Nonntaler Brücke)",47.7981,13.054,m³/s,200,250,300,"Salzach / Hardcore Wave"
stmk.1035,AT,"Enns @ Schladming",47.397202,13.6975,cm,100,130,175,"Enns / Mandling - Schladming"
stmk.1554,AT,"Enns @ Admont",47.5811,14.4621,m³/s,40,70,110,"Enns / Gesäuse-Eingang | Enns / Gstatterboden"
stmk.1730,AT,"Salza @ Wildalpen",47.6651,14.983,cm,170,220,270,"Salza / Mittellauf (Weichselboden - Fachwerk) | Salza / Unterlauf (Fachwerk - Eschau) | Salza / Campingplatzwelle, Wildalpen"
stmk.3770,AT,"Schwarze Sulm @ Schwanberg",46.755901,15.2044,m³/s,9,12,15,"Schwarze Sulm / Grabenjosl"
synthetic.1,AT,"Argenbach @ Untertobel [estimated]",47.2896,9.93,m³/s,6.5,8.5,10,"Argenbach / Oberer"
synthetic.16,AT,"Urschlauer Ache @ [estimated]",47.763199,12.6543,m³/s,5,None,None,"Urschlauer Ache / Eschelmoosklause - Uschlau"
synthetic.4,AT,"Subersach @ Unterhalb Stausee [geschätzt]",47.4347,9.9994,m³/s,7,11,15,"Subersach / Wasserhölzer (Sibratsgfäll - Lingenau)"
synthetic.5,AT,"Bolgenach @ Mündung [estimated]",47.502602,9.9211,m³/s,7,11,15,"Bolgenach / Untere (Bolgenachstausee - Weißach Talbrücke)"
vbg.V334387,AT,"Bolgenach @ Hittisau (VKW)",47.4627,9.9638,m³/s,15,22,28,"Bolgenach / Engenlochschlucht & Kommatobel (Reute - Stausee) | Bolgenach / Balderschwang - Strassenbrücke ob Hittisau | Bolgenach / Große Schlucht: Straßenbrücke oberhalb Hittisau - Eingang Engenlochschlucht"
vbg.V334402,AT,"Bregenzerach @ Hopfreben",47.2854,10.0475,m³/s,6,13,20,"Bregenzerach / Obere | Bregenzerach / Bad Hopfreben - Schalzbach"
vbg.V334420,AT,"Bregenzerach @ Mellau",47.354698,9.8811,m³/s,15,30,45,"Bregenzerach / Au - Bezau"
vbg.V334429,AT,"Bregenzerach @ Kennelbach",47.4762,9.7751,m³/s,30,80,150,"Bregenzerach / Kennelbacher (Bozenau - Kennelbach)"
vbg.V334504,AT,"Frutz @ Laterns",47.256901,9.7289,m³/s,4,5.5,7.5,"Frutz / Eingangschlucht | Frutz / Kernschlucht | Frutz / Innerlaternser Schlucht (Innerlaterns - Bonacker) | Frutz / Innerlaternser Schlucht Ergänzung (Bonacker - Laterns)"
vbg.V334546,AT,"Ill @ Lorüns-Äule",47.132801,9.8478,m³/s,7,14,22,"Ill / St. Gallenkircher (Gant - Galgenul) | Ill / Ill Katarakt | Ill / Schrunser"
vbg.V334597,AT,"Lech @ Lech (Tannbergbrücke)",47.207699,10.1408,m³/s,4.5,8.5,12,"Lech / Lechschlucht (Lech - Warth) | Lech / Warther Schlucht"
vbg.V334630,AT,"Litz @ Schruns (Vonbunweg)",47.080299,9.9137,m³/s,7,10,15,"Litzbach / Standardstrecke (Silbertal - Hölle) | Litzbach / Silbertal-1km"
vbg.V334648,AT,"Lutz @ Garsella",47.2267,9.8759,m³/s,9,13,17,"Lutzbach / Oberer | Lutzbach / Mittlerer"
vbg.V334654,AT,"Lutz @ Ludesch_HW",47.1968,9.7743,m³/s,8,11,14,"Lutzbach / Unterer (Staumauer Raggal - Thüringen)"
vbg.V334744,AT,"Rotach @ Thal (Martinsbrücke)",47.528301,9.8744,m³/s,6,10,13,"Rotach / Rotachschlucht"
vbg.V334861,AT,"Weißach @ Krumbach-Zwing",47.502201,9.918,m³/s,8,13,20,"Weißach / Golfparkstrecke (Aach - Brunnenau) | Weißach / Kleine Weißachschlucht (Brunnenau - Weißach Talbrücke) | Weißach / Große Weißachschlucht (Weißach Talbrücke - Bozenau)"
vbg.V676581705,AT,"Bregenzerach @ Egg (Wehr)",47.429001,9.8881,m³/s,15,35,55,"Bregenzerach / Schwarzenbergschlucht (Hof - Wehr Egg) | Bregenzerach / Egger Schlucht (Wehr Egg - Müselbach) | Bregenzerach / Dorener (Müselbach - Bozenau)"
visual.1,AT,"Talbach @ Lattenpegel, Rohrmoos-Untertal",47.373199,13.6767,cm,85,90,100,"Untertalbach / Untertalbachklamm | Talbach / Talbachklamm | Obertalbach / Oberlauf | Obertalbach / Obertalbachklamm"
visual.30,AT,"Vorderer Rettenbach @ Lattenpegel, Brücke",47.778702,14.2408,cm,30,65,85,"Vorderer Rettenbach / "
visual.31,AT,"Rotmoosbach @ Lattenpegel, Unterhalb Lawinengalerie",47.676998,15.1686,cm,215,225,240,"Rotmoosbach / Dürradmer Schlucht | Rotmoosbach / Unterer"
visual.32,AT,"Taurach @ Lattenpegel, Radstatt",47.378399,13.4744,cm,None,None,None,"Taurach / Oberlauf | Taurach / Klamm"
visual.36,AT,"Streimbach @ Lattenpegel, Bridge below B198",47.326801,10.5306,cm,50,None,None,"Streimbach / Klamm"
visual.37,AT,"Almbach @ Lattenpegel, At the take-out Bridge",47.670601,13.0313,cm,None,None,None,"Almbach / Wasserfallklamm"
visual.45,AT,"Rantenbach @ Lattenpegel Waschlradl",47.147598,14.1158,cm,60,70,90,"Rantenbach / Klamm | Rantenbach / Unterlauf (Wehr Kulmhammer - Murau)"
ba.117,BA,"Una @ Bihać",44.813702,15.8711,cm,15,None,70,"Una / Štrbaćki buk | Una / Kostela - Miostrah"
rz.1648,BA,"Fojnička rijeka @ Visoko n/F",43.9842,18.182699,cm,-15,None,None,"Fojnička rijeka / Buci - Visoko | Fojnička rijeka / Kiseljak - Buci"
rz.1650,BA,"Dabar @ Dabar",44.716301,16.6717,cm,0,None,250,"Dabar / "
rz.1651,BA,"Krivaja @ Maoča",44.318699,18.421499,cm,70,None,250,"Krivaja / Odovjak - Maoča | Krivaja / Solunska banja - Odvojak"
rz.1652,BA,"Krivaja @ Olovo",44.126202,18.574699,cm,30,None,110,"Bioštica / "
rz.1655,BA,"Sana @ Ključ",44.525101,16.796499,cm,5,None,120,"Sana / "
rz.1661,BA,"Bregava @ Stolac",43.083801,17.958599,cm,20,None,90,"Bregava / "
rz.1662,BA,"Neretva @ Mostar",43.3484,17.810499,cm,150,None,600,"Neretva / Canyon | Neretva / Upper"
rz.1665,BA,"Vrbas @ Daljan",44.129299,17.402399,cm,30,None,90,"Vrbas / Babin Potok - Jajce"
2011,CH,"Rhône @ Sion",46.219101,7.3579,m³/s,120,250,400,"Rhône / Rotten / Susten - Sierre"
2016,CH,"Aare @ Brugg",47.482498,8.1949,m³/s,50,550,1000,"Aare / Altstadt Play Run (Badi Brugg - Clubhaus KCBr)"
2018,CH,"Reuss @ Mellingen",47.421001,8.2713,m³/s,40,None,None,"Reuss / Bremgarten - Mellingen | Reuss / Untere Welle, Bremgarten | Reuss / Mellingen - Gebenstorf"
2019,CH,"Aare @ Brienzwiler",46.745701,8.092,m³/s,5,10,15,"Aare / Aareschlucht | Aare / Meiringen - Brienzer See"
2024,CH,"Rhône @ Branson",46.125702,7.0913,m³/s,240,300,350,"Rhône / Rotten / Evionnaz - Saint Maurice"
2030,CH,"Aare @ Thun",46.764599,7.6118,m³/s,50,200,280,"Aare / Thun - Bern | Aare / Welle Scherzligenschleuse, Thun"
2033,CH,"Vorderrhein @ Ilanz",46.775799,9.2064,m³/s,40,70,130,"Vorderrhein / Tavanasa - Rueun | Vorderrhein / Rueun - Ilanz"
2034,CH,"Broye @ Payerne, Caserne d'aviation",46.835899,6.9361,m³/s,10,15,20,"Broye / Palezieux - Bressonnaz"
2044,CH,"Thur @ Andelfingen",47.5965,8.682,m³/s,18,60,120,"Thur / Rohrerbrücke - Ellikon"
2053,CH,"Drance @ Martigny, Pont de Rossettan",46.102001,7.0672,m³/s,17,22,30,"Dranse / Sembrancher - Martigny-Croix | Dranse d'Entremont / Orsières - Barrage des Trappistes"
2056,CH,"Reuss @ Seedorf",46.8839,8.6206,m³/s,35,None,220,"Reuss / Amsteg Autobahnrastplatz - Erstfeld | Reuss / Amsteg - Autobahnrastplatz | Reuss / Erstfeld - Seedorf"
2067,CH,"Inn @ Martina",46.885799,10.4654,m³/s,95,None,None,"Inn / Finstermünzer (Martina - Kajetansbrücke) | Inn / Tösens - Ried | Inn / Kajetansbrücke - Tschuppbach"
2078,CH,"Poschiavino @ Le Prese (H)",46.2953,10.0799,m³/s,10,15,20,"Poschiavino / Poschiavo (Sportplatz) - Le Prese | Poschiavino / Pedemonte - Poschiavo"
2086,CH,"Brenno @ Loderio",46.376499,8.9694,m³/s,15,25,35,"Brenno / Aquarossa - Motto | Brenno / Motto - Malvaglia"
2087,CH,"Reuss @ Andermatt",46.642601,8.5903,m³/s,8,18,30,"Furkareuss / Realp - Andermatt | Reuss / Schöllenen Schlucht | Gusbisreuss / Gusbis - Hospenthal | Wittenwasserenreuss / Wittenwasserenreuss - Realp"
2099,CH,"Limmat @ Zürich, Unterhard",47.390598,8.5254,m³/s,35,110,200,"Limmat / Slalom Letten"
2105,CH,"Inn @ St. Moritzbad",46.484699,9.8341,m³/s,7,13,25,"Inn / Einmündung Suvrettabach - St. Moritz Bad"
2106,CH,"Birs @ Münchenstein, Hofmatt",47.518299,7.6188,m³/s,12,20,None,"Birs / Naturschutzgebiet Reinacher Heide - Birskopf | Birs / Courrendlin - Laufen | Birs / Welle Joggeli, Basel | Birs / Welle Redingbrücke, Basel | Birs / Welle Forellenweg, Basel"
2109,CH,"Lütschine @ Gsteig",46.6642,7.8715,m³/s,8,None,None,"Lütschine / Zweilütschinen - Bönigen"
2112,CH,"Sitter @ Appenzell",47.332001,9.4106,m³/s,4,10,18,"Sitter / Obere Sitterschlucht (Appenzell - Haslen) | Sitter / Untere Sitterschlucht (Haslen - St. Gallen)"
2117,CH,"Drance de Bagnes @ Le Châble, Villette",46.0807,7.2131,m³/s,6,9,14,"Dranse de Bagnes / Champsec - Sembrancher"
