station_id,country,name,lat,lng,units,lw,mw,hw,rivers
rdbrmc.849,FR,"Menoge @ Bonne",46.165699,6.3208,m³/s,5,10,15,"Menoge / Saint Andre de Boëge - Pont de Fillinges | Menoge / Pont de Bonne - Bassin de slalom d'Annemasse"
rdbrmc.864,FR,"Dessoubre @ Rosureux",47.2187,6.6865,m³/s,5,20,35,"Reverotte / Défilé Epais Rochers - Gigot | Reverotte / Le Puits de la Doye - Défilé Epais Rochers"
rdbrmc.888,FR,"Siagne @ Callian [Ajustadoux]",43.6646,6.7621,cm,90,130,170,"Siagne / Usine électrique au dessus de St.Cézaire - St Cassien les bois | Siagnole / Mons (D56) - Confluence avec la Siagne (D96)"
rdbrmc.91,FR,"Toulourenc @ Veaux",44.215099,5.2139,cm,75,80,90,"Toulourenc / St Leger du Ventoux - Malaucène (Les Championnes)"
rdbrmc.953,FR,"Bienne @ Morez",46.531101,6.016,m³/s,2,8,14,"Bienne / Usine hydroélectrique de Tancua - La Rixouse | Bienne / S.P.A De Morez - Usine hydroélectrique de Tancua"
rdbrmc.978,FR,"Ardèche [Ardèche] @ Meyras [Pont Barutel]",44.670101,4.27,m³/s,6,20,35,"Ardèche / Astet - Aleyrac | Ardèche / Mayres - Thueyts (Pont du diable)"
rz.1101,FR,"Lignon @ Chambon-sur-Lignon",45.0578,4.3009,cm,60,100,120,"Lignon du Velay / Chambon sur Lignon - Tence"
rz.1103,FR,"Vénéon @ St-Christophe-en-Oisans [DREAL]",44.937401,6.252,cm,None,None,None,"Vénéon / La Bérarde - Champhorent | Vénéon / Les Clots - Base de raft de St.Christophe | Vénéon / Base de raft de St.Christophe - Plan du Lac | Vénéon / Bourg d'Arud - Les Ougiers | Vénéon / Combe du Pré - La Bérarde"
rz.1104,FR,"Rizzanese @ Zoza [Pont de Zoza]",41.7258,9.076,cm,None,None,None,"Rizzanese / Gorge moyenne (Ponte Novu en amont de Zoza - Pont de Piombato) | Rizzanese / Bas (Pont de Piombato - Pont d'Acoravo)"
rz.1116,FR,"Saine @ Syam",46.704102,5.9403,m³/s,5,10,None,"Saine / Source - Foncine le Bas (pont D437) | Saine / Foncine le Bas - Les Planches en Montagne | Saine / Montliboz - Syam | Lemme / La Chaux - La Billaude"
rz.1133,FR,"Aude @ Quillan [Pont RD118]",42.877701,2.1851,m³/s,4,None,None,"Aude / Défilé de Pierre Lys | Aude / Gorge de St-Georges"
rz.1149,FR,"Ariège @ Foix",42.966301,1.6089,m³/s,20,50,100,"Ariège / Stade d'eau-vive du Rebech (Foix)"
rz.1150,FR,"Gave d'Aspe @ Urdos",42.877602,-0.5585,cm,55,75,None,"Gave d'Aspe / Etsaut - Bedous"
rz.1151,FR,"Gave d'Oloron @ Oloron-Ste-Marie [Pont SNCF]",43.199501,-0.6081,cm,20,80,160,"Gave d'Oloron / Monfort - Sauveterre | Gave d'Oloron / Moumour - Navarrenx | Gave d'Oloron / Navarrenx - Monfort | Gave d'Oloron / Oloron - Moumour"
rz.1152,FR,"Gave de Pau @ Esquièze-Sère",42.885502,-0.016,cm,90,None,None,"Gave de Gavarnie / Gavarnie - Chaos de Coumély | Gave de Gavarnie / Gèdre - Pragnères | Gave de Pau / Sassis - Pont de la Reine"
rz.1197,FR,"Buëch @ Serres [Village] [Centre-ville]",44.428799,5.7177,cm,None,None,None,"Grand Buëch / Lus la Croix haute - Saint Julien en Beauchêne | Grand Buëch / Saint Julien en Beauchêne -Serres | Petit Buëch / La Roche des Arnauds - Grand Buëch"
rz.1211,FR,"Saison @ Licq-Athérey [Pont de Licq]",43.066399,-0.8767,cm,120,140,200,"Gave de Larrau / Etchelu - Pont de la Centrale | Saison / Pont de la Centrale - Licq | Gave de Sainte Engrâce / Pont Saint Laurent - Pont de La Centrale | Gave de Sainte Engrâce / Pont de Gaztelügarrea - Lac de Kakouetta"
rz.1228,FR,"Cleurie @ Cleurie",48.0532,6.6903,cm,None,None,None,"Cleurie / La Forge - Bémont"
rz.1229,FR,"Fecht @ Muhlbach-sur-Munster",48.024399,7.0906,cm,None,None,None,"Fecht / Metzeral (Cimetière) - Breitenbach"
rz.1232,FR,"Moselle @ Rupt-sur-Moselle",47.909401,6.6859,cm,None,None,None,"Moselle / Le Thillot - Ferdrupt"
rz.1233,FR,"Moselotte @ Vagney",47.993401,6.7159,cm,None,None,None,"Moselotte / Thiéfosse - Zainvillers"
rz.1235,FR,"Weiss @ Kaysersberg [Rue de la Râperie]",48.1549,7.2309,cm,None,None,None,"Weiss / Hachimette - Pont D 11"
rz.1237,FR,"Lison @ Myon",47.031799,5.9574,m³/s,None,None,None,"Lison / Source du Lison - Chiprey"
rz.1243,FR,"Loing @ Episy-Loing",48.3367,2.7873,m³/s,5,20,35,"Le Loing / La Goulotte"
rz.1255,FR,"Borne @ St-Jean-de-Sixt",45.936298,6.4185,m³/s,4,5.5,7,"Borne / Petit Bornand - Beffay"
rz.1258,FR,"Drac @ Pont-de-Claix",45.119701,5.697,cm,None,None,None,"Drac / Champ sur Drac - Fontaine"
rz.1269,FR,"Doux @ Colombier-le-Vieux",45.058498,4.7325,m³/s,12,26,40,"Doux / Gorges (Pont des Etroits - Pont du Duzon) | Doux / Pont du Plat - Pont du Roi"
rz.1291,FR,"Arve @ Sallanches",45.940498,6.6419,cm,None,None,None,"Arve / Sallanches - Magland"
rz.1318,FR,"Fango @ Galéria",42.3936,8.7169,cm,90,None,None,"Fango / Pont de Manso - Ponte Vecchiu"
rz.1320,FR,"Ain @ Chazey-sur-Ain",45.906399,5.2335,m³/s,30,60,300,"Ain / Pont-d'Ain - Anthon"
rz.1323,FR,"Isère @ Landry",45.576698,6.7336,m³/s,10,25,50,"Isère / Stade National de Canoë Kayak, Bourg Saint Maurice | Isère / Bourg-St.Maurice - Landry | Isère / Landry - Aime | Isère / Aime - Centron"
rz.1325,FR,"Cure @ Marigny-l'Eglise [Crottefou]",47.353901,3.9641,m³/s,5,7.5,None,"La Cure / Nataloup - Gouloux | La Cure / Gouloux - Montal | La Cure / Pré de Cure - Pont de Nataloup | La Cure / Chalet du Montal - Les Îles Menéfrier"
rz.1326,FR,"Gave d'Oloron [Le Gave d'Ossau] @ Oloron [Quartier Sestiaa]",43.191799,-0.6047,cm,18,45,100,"Gave d'Ossau / Buzy - Herrère | Gave d'Ossau / Herrère - Oloron"
rz.1327,FR,"Gave d'Aspe @ Osse-en-Aspe [Bedous]",42.999599,-0.6046,cm,50,60,90,"Gave d'Aspe / Bedous - Escot"
rz.1328,FR,"Gave de Pau @ Artiguelouve",43.318802,-0.4533,m³/s,10,45,250,"Gave de Pau / Stade d'Eaux Vives du Pont d'Espagne"
rz.1329,FR,"Gave de Pau @ Orthez",43.485401,-0.7744,m³/s,50,150,250,"Gave de Pau / Stade d'Eaux Vives Orthez"
rz.1330,FR,"Gave de Pau @ St-Pé-de-Bigorre",43.1026,-0.1431,cm,30,115,None,"Gave de Pau / Lourdes - Rieulhès | Gave de Pau / Rieulhès - Pont des Grottes | Gave de Pau / Stade d'Eaux Vives du Pont des Grottes"
rz.1331,FR,"Gave d'Aspe @ Bidos",43.178299,-0.6045,cm,40,100,160,"Gave d'Apse / Soiex - Oloron"
rz.1332,FR,"Nive @ Ossès",43.230301,-1.3014,cm,75,150,250,"Nive d'Esterençuby / Source de la Nive - St Michel | Bastan / Urbakura - Bidarray | Nive / Bidarray - Itxassou | Nive / Classique - Giberlarte - Itxassou | Nive / Itxassou - Cambo | Nive / Ossès - Bidarray | Nive / Stade d'Eaux Vives Itxassou | Urrizate / "
rz.1333,FR,"Nive des Aldudes @ Baïgorry",43.184101,-1.3368,cm,50,120,200,"Nive des Aldudes / Banca - St Etienne de Baïgorry"
rz.1334,FR,"Gave de Cauterets @ La Raillère",42.880501,-0.1105,cm,125,160,None,"Gave de Cauterets / Classique (La Raillère - Cauterets) | Gave de Cauterets / Gorges Basses (Méyabat - Soulom) | Gave de Cauterets / Gorges Moyennes (Calypso - Méyabat)"
rz.1335,FR,"Gave d'Oloron [Le Gave d'Ossau] @ Laruns [Béost]",42.993599,-0.4199,cm,25,50,None,"Gave d'Ossau / Laruns - Castet | Gave d'Ossau / Miégebat - Eaux-Chaudes | Gave d'Ossau / Soussouéou - Miégebat"
rz.1340,FR,"Arac @ Soulan",42.899101,1.2318,m³/s,7,15,None,"Arac / Biert - Kercabanac"
rz.1416,FR,"Arc @ Orelle",45.206799,6.5594,cm,50,None,100,"Arc / Orelle - Saint-Michel-de-Maurienne"
rz.1433,FR,"Arc @ Lanslebourg-Mont-Cenis",45.285801,6.8883,cm,55,None,None,"Arc / Lanslebourg - Termignon | Arc / Amont Lanslebourg - Aval Lanslebourg | Arc / Amont Lanslevillard - Aval Lanslevillard"
rz.1434,FR,"Arc @ Bramans [DREAL]",45.2239,6.7638,cm,120,135,200,"Arc / Termignon - Bramans"
rz.1445,FR,"Durance @ Argentière-la-Bessée",44.776501,6.5592,m³/s,None,None,None,"Gyronde / Les Vigneaux - L'Argentière | Gyronde / Rapide des Vigneaux"
rz.1452,FR,"Arc @ Bessans [DREAL]",45.321201,6.9922,cm,60,None,None,"Arc / Bonneval - Bessans"
rz.1453,FR,"Doron de Termignon @ Termignon",45.289501,6.8109,cm,100,120,135,"Doron de Termignon / "
rz.1457,FR,"Liamone @ Arbori [Pont de Truggia]",42.116402,8.8186,cm,90,None,None,"Cruzzini / Gorge (Commune de Lopigna - Pont de Truja) | Liamone / Haut (Pont de Guagno les Bains - Pont de Belfiori) | Liamone / Moyen (Pont de Belfiori - Pont de Truja)"
rz.1458,FR,"Taravo @ Zigliara",41.810299,8.9594,cm,110,140,180,"Taravo / Ponte Novu - Pont de Traghjettu Ghjuvanni D26 | Taravo / Pont de Traghjettu Ghjuvanni - sous le Pont d'Abra (T40/N196) | Taravo / Sous le Pont d'Abra (T40/N196) - Pont de Cassone | Taravo / Gorge Rouge (Guitera - Ponte Novu) | Taravo / Haut (Ponte di U Pinu - Guitera)"
rz.1460,FR,"Prunelli @ Cauro [Pont de l'Auberge]",41.912498,8.8358,cm,75,90,None,"Prunelli / Bas (Pont D103 vers Eccica - Pont D203 vers Palmente)"
rz.1463,FR,"Golo @ Albertacce",42.319599,8.9761,cm,None,None,None,"Golo / Très haut (Maison forestière de Poppaghia - Passerelle) | Golo / Haut (Passerelle - Ponte Altu) | Golo / Section du lac (Ponte Altu - Ponte de Mazzola) | Calasima / Pont proche de la D318 en amont de Calasima - Ponte Altu"
rz.1465,FR,"Orbu @ Ghisoni [Sampolo] - Sampolo",42.103199,9.2604,cm,40,60,80,"Fium Orbo / Défilé de Strette (Parc accrobranche - Pont de Sampolo) | Fium Orbo / Haut (Cavo - Parc accrobranche)"
rz.1466,FR,"Solenzara @ Sari-Solenzara [Canniciu] - Canniciu",41.8638,9.3704,cm,90,120,None,"Solenzara / Parking de la D268 - Solenzara"
rz.1467,FR,"Doubs @ Mouthe",46.704899,6.209,m³/s,2,4,6,"Doubs / Gorges du Fourperet (Barrage - Usine Électrique)"
rz.1468,FR,"Serène de Sanvensa @ Saint-André-de-Najac [Canabral]",44.209,2.0436,m³/s,3,5.5,None,"Serène / St André de Najac pont de la D239 - Laguépie"
rz.1469,FR,"Durance @ Val-des-Prés",44.9245,6.6794,m³/s,None,None,None,"Clarée / Névache - Pamplinet | Clarée / Pamplinet - La Vachette | Durance / Malafosse (La Vachette - Le Fontenil) | Durance / Gorges du Pont d'Asfeld (Le Fontenil - Briançon)"
rz.1473,FR,"Altier @ Altier",44.459999,3.8897,m³/s,7,16,None,"Altier / Pont des Rochettes Basses - Lac de Villefort"
rz.1521,FR,"Durance @ Embrun [La Clapière]",44.555401,6.498,m³/s,120,135,150,"Durance / Gorge de Prelles (Prelles - L'Argentière) | Durance / Slalom L'Argentière la Bessée | Durance / Slalom St.Clément | Durance / L'Argentière - La Roche de Rame | Durance / Rabioux, Welle | Durance / Saint Clément - Le Rabioux | Onde / Les Aigues - Pont des Places | Onde / Pont des places - Vallouise | Guil / Vallée des Masques (Guillestre - Saint Clément) | Biaysse / Pont des Oules - Freissinière | Durance / La Roche de Rame - Saint Crépin | Durance / Saint Crépin - Saint Clément | Durance / Vague et Rapide du Rabioux (Chateauroux) | Durance / Le Rabioux - Embrun"
rz.1524,FR,"Giffre @ Samoëns [DREAL]",46.076199,6.7187,cm,38,55,75,"Giffre / Sixt - Samoëns"
rz.1526,FR,"Guisane @ Monêtier-les-Bains [Le Casset] - Pisciculture",44.9837,6.4865,m³/s,3,9,None,"Guisane / Le Casset - Chantemerle | Guisane / Chantemerle - Briançon"
rz.1538,FR,"Var @ Entrevaux [Pont-levis]",43.949402,6.8101,m³/s,None,None,None,"Var / Pont St.Roch - Entraunes | Var / Entraunes - St.Martin-d'Entraunes | Var / St.Martin-d'Entraunes - Guillaumes | Var / Daluis - Camping Entrevaux"
rz.1557,FR,"Eyrieux @ Saint-Martin-de-Valamas - La Condamine",44.937801,4.393,m³/s,18,28,None,"Eysse / Pont de la D337 - Saint Martin de Valamas | Eyrieux / Intres - Saint Martin de Valamas | Rimande / Rimande - confluence Eyrieux | Eyrieux / Saint-Martin-de-Valamas – Le Cheylard | Escourtay / Pont de la D215 – Eysse"
rz.1562,FR,"Gazeille @ Chadron [Colempce Bas]",44.952702,3.9361,m³/s,4,7,None,"Gazeille / Le Monastier sur Gazeille - Colempce"
rz.1568,FR,"Vis @ Rogues [Madières]",43.853901,3.5637,cm,None,None,None,"Vis / Navacelles - Parking du Grenouillet"
rz.1569,FR,"Ill @ Illhaeusern",48.1847,7.4326,m³/s,None,None,None,"Ill / Slalom Sélestat"
rz.1576,FR,"Issole @ Saint-André-les-Alpes [Mourefrey]",43.994701,6.5026,m³/s,None,None,None,"Issole / Pont de la D219 vers Lambruisse - St.André les Alpes"
rz.1577,FR,"Verdon @ la Mure-Argens [camping] - EDF",44.006001,6.5592,m³/s,None,None,None,"Verdon / Haut | Verdon / Colmars - Beauvezer | Verdon / Beauvezer - Pont de la D52 vers Allons"
rz.1581,FR,"Cance @ Sarras",45.206001,4.7866,m³/s,None,20,None,"Cance / Gorges de la Cance"
rz.1634,FR,"Gagne @ St-Germain-Laprade [Les Pandraux]",45.012798,3.9804,m³/s,3.5,8,None,"Gagne / Les Pandraux - Peyrard"
rz.1638,FR,"Travo @ Solaro - Pont RD545",41.9147,9.3832,m³/s,None,7.5,None,"Travo / Haut (Pont de Chisa - Pont de Ghjineparu) | Travo / Bas (Pont de Ghjineparu - Mer)"
rz.1639,FR,"Romanche @ Notre-Dame-de-Mésage",45.077099,5.765,m³/s,None,None,None,"Romanche / Gavet - Séchilienne | Romanche / Séchilienne - La Rochette | Romanche / Péage de Vizille - Jarrie"
rz.1640,FR,"Romanche @ Mizoën [EDF - Chambon amont]",45.038601,6.183,m³/s,None,None,None,"Romanche / La Grave - Tunnel du Grand Clot | Romanche / Micro centrale du Grand Clot - Limite départementale | Romanche / Limite départementale - Lac du Chambon"
rz.1643,FR,"Guil @ Château-Ville-Vieille [Pont de la Chapelue - EDF]",44.719501,6.7616,cm,35,70,None,"Guil / Aiguilles - Château Queyras | Guil / Combes de Château Queyras et de l'Ange gardien (Château Queyras - La Triple Chute) | Guil / La Triple Chute (La Chapelue) - La Grille | Guil / La Grille - Lac de la Maison du Roy | Guil / Combe Chauve (Barrage Maison du Roy - Guillestre)"
rz.1644,FR,"Durance @ Briançon [aval - EDF]",44.886501,6.6249,m³/s,None,None,None,"Durance / Briançon - Prelles (Pont du Villaret)"
rz.1647,FR,"Ubaye @ Barcelonnette",44.3843,6.6517,m³/s,None,None,None,"Ubaye / Jausiers - Les Thuiles"
rz.1673,FR,"Allier @ Alleyras [Pont D33]",44.9193,3.6719,m³/s,7,20,None,"Allier / Chapeauroux - Pont d'Alleyras | Allier / Pont d'Alleyras - Monistrol ( Le Viel Allier)"
rz.1685,FR,"Loire @ Usclades-et-Rieutord - EDF",44.7668,4.1557,cm,70,85,100,"Loire / Rieutord - La Palisse"
rz.1687,FR,"Hérault @ Ganges",43.932098,3.7022,cm,None,None,None,"Hérault / Le Mercou - Confluence avec la Vis"
rz.1690,FR,"Agout @ Brassac",43.629799,2.4972,cm,None,None,None,"Agout / Barrage de Pontviel - Brassac"
rz.1691,FR,"Cèze @ Sénéchas",44.319199,4.0486,m³/s,None,16,None,"Cèze / Passerelle d'Aujac (D134) - Lac de Sénéchas"
rz.1692,FR,"Tacon @ St-Claude",46.378201,5.8732,m³/s,None,None,None,"Tacon / Le Martinet - St-Claude"
rz.1693,FR,"Orb @ Cessenon-sur-Orb [Base canoé de Réals]",43.437401,3.0878,m³/s,5,25,None,"Orb / Bassin de Réals"
rz.1697,FR,"Méouge @ Châteauneuf-de-Chabre [Pommet - EDF]",44.276402,5.796,cm,None,None,None,"Méouge / Séderon - Lachau | Méouge / Lachau - Barret sur Méouge | Méouge / Barret sur Méouge - Le Plan"
rz.1699,FR,"Borne @ Saint-Laurent-les-Bains [EDF - Pont de Nicoulaud]",44.574001,3.9488,m³/s,None,None,None,"La Borne / Pont de Borne - Pont de Saint Laurent les Bains | La Borne / Pont de Saint Laurent les Bains - Pont de Nicoulaud"
rz.1700,FR,"Gardon d'Alès @ Ste-Cécile",44.242298,3.981,m³/s,None,None,None,"Gardon d'Alès / Pont N106 - Pont de la Croze | Gardon / Pont de la Vignette - Pont N106 | Gardon d'Alès / Pont de la Croze - Collet-de-Dèze"
rz.1701,FR,"Gardon de Saint-Jean @ Saumane",44.1199,3.7618,m³/s,None,12,None,"Gardon de Saint-Jean / Passerelle submersible de Tourgeuillette - Saumane"
rz.1702,FR,"Lergue @ Lodève",43.7285,3.324,cm,None,80,None,"Brèze / Gourgas - Soubès"
rz.1704,FR,"Loire @ Cros-de-Géorand [Barrage de la Palisse]",44.7859,4.09,cm,0.18,0.22,None,"Loire / La Palisse - Pont de la Borie"
rz.1732,FR,"Mars @ Falgoux",45.153198,2.6228,m³/s,None,None,None,"Mars / Le Vaulmier (usine hydroélectrique) - Saint Vincent de Salers (camping)"
synthetic.15,FR,"Doubs @ En aval de Barrage du Refrain [estimé]",47.173698,6.8463,m³/s,10,25,80,"Doubs / Refrain (Barrage - Usine Électrique)"
synthetic.23,FR,"La Truyère @ Malzieu [estimé]",44.854301,3.3268,m³/s,20,None,None,"Truyère / Le Malzieu-Ville - Saint-Léger-du-Malzieu | Truyère / Saint-Léger-du-Malzieu - Pont de la Garde | Truyère / Pont de la Garde - Aire de Laval"
synthetic.6,FR,"L'Ardèche @ Débit de la Fontaulière [estimé]",44.669102,4.2888,m³/s,15,20,30,"Fontaulière / Pont de Veyrières - Pont de Labeaume"
visual.13,FR,"Codi @ Echelle",41.7439,9.1149,cm,45,60,None,"Codi / Pont de Passava sous Quenza - Barrage du Rizzanese"
visual.44,FR,"La Souloise @ Ech., passerelle de l'Infernet",44.766998,5.9013,cm,100,130,160,"Souloise / Les Gillardes - Retenue du Sautet"
rz.1174,GB,"Avon (Forth Valley) @ Polmonthill",55.998402,-3.682,cm,50,120,200,"Avon / Lothian"
rz.1175,GB,"Avon (Spey) @ Delnashaugh",57.3997,-3.3578,cm,70,85,120,"Avon / Spey"
rz.1176,GB,"Blackwater @ Garve",57.616699,-4.688,cm,10,60,110,"Blackwater / Garve | Blackwater / Garve Upper"
rz.1177,GB,"Clyde @ Tulliford Mill",55.6437,-3.759,cm,70,85,130,"Falls of Clyde / "
rz.1178,GB,"Dee (Grampian) @ Garthdee",57.118801,-2.1244,cm,0,100,200,"Dee / Grampian Garthdee"
rz.1179,GB,"Dee (Grampian) @ Mar Lodge",56.987999,-3.4862,cm,65,80,120,"Dee / Grampian Top"
rz.1180,GB,"Deveron @ Huntly GS",57.455002,-2.8076,cm,30,70,100,"Deveron / "
rz.1181,GB,"Ettrick Water @ Brockhoperig",55.4063,-3.2111,cm,70,90,130,"Ettrick / Upper"
rz.1182,GB,"Feugh @ Heugh Head",57.0252,-2.5172,cm,180,250,290,"Dye / "
rz.1183,GB,"Findhorn @ Logie Bridge",57.494499,-3.7366,cm,35,50,100,"Findhorn / Middle New Gauge | Findhorn / Gorge New Gauge"
rz.1184,GB,"Gairn @ Invergairn",57.059898,-3.0695,cm,60,80,120,"Gairn / "
rz.1185,GB,"Garry (Tayside) @ Killiecrankie",56.750301,-3.7991,cm,30,110,160,"Garry / Perthshire"
rz.1186,GB,"Kinnel Water @ Redhall",55.1674,-3.4502,cm,90,130,170,"Kinnel Water / "
rz.1187,GB,"Ling @ Killilan",57.318802,-5.4248,cm,47,70,110,"Ling / "
rz.1188,GB,"Lugar Water @ Langholm A",55.466801,-4.3621,cm,70,90,160,"Lugar Water / "
rz.1189,GB,"Moriston @ Levishie",57.220001,-4.6478,cm,40,80,100,"Moriston / "
rz.1190,GB,"North Esk (Lothian) @ Dalmore",55.8419,-3.1959,cm,9,30,50,"North Esk / Lothian"
rz.1191,GB,"Scar Water @ Capenoch",55.227402,-3.817,cm,80,110,180,"Scaur Water / "
rz.1192,GB,"Tummel @ Pitlochry",56.696602,-3.7208,cm,20,51,180,"Tummel / Bottom"
rz.1193,GB,"Urr Water @ Dalbeattie",54.929901,-3.841,cm,80,130,180,"Urr Water / "
rz.1194,GB,"Water of Fleet @ Rusko",54.9058,-4.1976,cm,80,110,200,"Big Water of Fleet / "
rz.1195,GB,"Water of Leith @ Murrayfield",55.945599,-3.2378,cm,45,100,150,"Water of Leith / Lower"
rz.1196,GB,"West Water @ Dalhousie Bridge",56.8022,-2.6705,cm,60,100,120,"West Water / "
rz.1223,GB,"Divie @ Dunphail",57.511501,-3.6618,cm,20,40,80,"Divie / "
rz.1262,GB,"Annan @ Brydekirk",55.021702,-3.2677,cm,None,100,170,"Annan / "
rz.1263,GB,"Don @ Alford",57.242298,-2.7171,cm,40,70,120,"Don / Middle"
rz.1264,GB,"Glazert Water @ Lennox Castle",55.980301,-4.221,cm,50,65,85,"Kirk Burn / "
rz.1265,GB,"Liddel Water @ Newcastleton",55.176498,-2.8132,cm,50,120,140,"Liddel Water / "
rz.1266,GB,"Nethan @ Kirkmuirhill",55.6651,-3.8937,cm,None,None,None,"Nethan / "
rz.1267,GB,"Water of Leith @ Colinton",55.9058,-3.2621,cm,40,55,75,"Water of Leith / Upper"
rz.1268,GB,"Dee (Grampian) @ Park",57.075401,-2.3358,cm,None,None,None,"Dee / Grampian Drumoak"
rz.1284,GB,"Glass @ Fasnakyle",57.3181,-4.7993,cm,40,50,80,"Abhainn Deabhag / "
rz.1285,GB,"Almond (Tayside) @ Newton Bridge",56.461201,-3.7992,cm,38,70,150,"Almond / Perthshire"
rz.1288,GB,"Dee (Grampian) @ Woodend",57.050098,-2.6036,cm,40,90,160,"Dee / Grampian Middle"
rz.1289,GB,"Earn @ Dalginross",56.375099,-3.9786,cm,None,None,None,"Earn / "
rz.1290,GB,"Evan Water @ Beattock",55.311699,-3.4567,cm,None,80,110,"Evan Water / "
rz.1360,GB,"White Cart Water @ Overlee",55.789902,-4.2669,cm,47,70,90,"White Cart Water / Linn Park Fall"
rz.1448,GB,"Water of Mark @ Invermark",56.911201,-2.9148,cm,60,90,140,"North Esk / Upper Invermark Gauge"
rz.1449,GB,"Linne nam Beathach @ Victoria Bridge",56.539799,-4.8136,cm,30,52,75,"Etive / Middle"
rz.1450,GB,"Garry (Tayside) @ Dalnamein",56.799301,-4.0535,cm,None,None,None,"Garry / Perthshire Calvine"
rz.1451,GB,"Gala Water @ Galashiels",55.627102,-2.8277,cm,None,None,None,"Gala Water / "
rz.1672,GB,"Lyon @ Moar",56.5728,-4.389,cm,40,None,100,"Lyon / Upper"
rz.887,GB,"Nevis @ Claggan",56.821499,-5.0888,cm,50,85,130,"Nevis / Upper"
rz.888,GB,"Doon @ Auchendrane",55.41,-4.6271,cm,70,100,150,"Doon / Lower"
rz.889,GB,"Gryfe @ Craigend",55.864498,-4.5348,cm,30,50,80,"Gryfe / "
rz.890,GB,"Kelvin @ Dryfield",55.9389,-4.1822,cm,50,80,140,"Kelvin / "
rz.891,GB,"Avon Water @ Fairholm",55.744202,-3.9868,cm,50,80,150,"Avon / Glasgow"
rz.892,GB,"Orchy @ Glen Orchy",56.446602,-4.8527,cm,50,80,150,"Orchy / Middle"
rz.893,GB,"Falloch @ Glenfalloch",56.3377,-4.7176,cm,80,100,130,"Falloch / Lower | Falloch / Upper"
rz.894,GB,"Clyde @ Hazelbank",55.687401,-3.8542,cm,31,80,200,"Clyde / Stonebyres"
rz.895,GB,"Lochy (Argyll) @ Inverlochy",56.404999,-4.9237,cm,50,100,150,"Lochy / nr Orchy"
rz.896,GB,"Luss Water @ Luss",56.1003,-4.6441,cm,40,90,110,"Luss Water / "
rz.897,GB,"Ayr @ Mainholm",55.460999,-4.5925,cm,40,130,200,"Ayr / "
rz.898,GB,"Water of Girvan @ Robstone",55.258801,-4.8077,cm,60,120,180,"Girvan / "
rz.899,GB,"Esk (Solway) @ Canonbie",55.066299,-2.9462,cm,60,110,170,"Border Esk / "
rz.900,GB,"Nith @ Drumlanrig",55.274601,-3.7995,cm,40,90,150,"Nith / Drumlanrig"
rz.901,GB,"Water of Minnoch @ Minnoch Bridge",55.038898,-4.5635,cm,70,150,200,"Water of Minnoch / Lower | Water of Minnoch / Middle"
rz.902,GB,"Almond (Lothian) @ Almondell",55.901798,-3.463,cm,50,80,120,"Almond / Lothian"
rz.903,GB,"Teith @ Bridge of Teith",56.185699,-4.0556,cm,50,80,200,"Teith / "
rz.904,GB,"Leny @ Anie",56.2579,-4.2854,cm,50,100,160,"Garbh Uisge / Leny"
rz.905,GB,"Allan Water @ Kinbuck",56.225601,-3.9495,cm,70,110,150,"Allan Water / "
rz.906,GB,"South Esk (Angus) @ Gella Bridge",56.775398,-3.0279,cm,70,100,160,"South Esk / Angus"
rz.908,GB,"Dochart @ Killin",56.458199,-4.3319,cm,40,60,100,"Dochart /  | Lochay / "
rz.909,GB,"Tay @ Pitnacree",56.660099,-3.7569,cm,None,100,200,"Tay / Grandtully"
rz.910,GB,"Tay @ Ballathie",56.5144,-3.387,cm,None,100,270,"Tay / Stanley"
rz.911,GB,"Lyon @ Comrie Bridge",56.614201,-3.9809,cm,20,60,140,"Lyon / "
rz.912,GB,"Ericht @ Craighall (Perth)",56.6091,-3.3472,cm,75,90,140,"Blackwater / Perthshire | Ericht / Blairgowrie"
rz.913,GB,"Tilt @ Marble Lodge",56.822399,-3.8165,cm,35,60,120,"Tilt / Marble Lodge"
rz.914,GB,"Ruchill Water @ Cultybraggan",56.359699,-4.0014,cm,90,140,200,"Water of Ruchill / "
rz.915,GB,"Tweed @ Peebles",55.647999,-3.1802,cm,0,40,161,"Tweed / Fairnilee"
rz.916,GB,"Yarrow Water @ Philiphaugh",55.5397,-2.8903,cm,35,80,100,"Yarrow / "
rz.917,GB,"Ettrick Water @ Lindean",55.574699,-2.8175,cm,70,85,150,"Ettrick / Gorge"
rz.918,GB,"Teviot @ Hawick",55.434399,-2.7565,cm,40,100,180,"Teviot / "
rz.919,GB,"Whiteadder Water @ Abbey St Bathans",55.853401,-2.387,cm,30,70,120,"Whiteadder Water / "
rz.920,GB,"Alness @ Alness",57.695999,-4.2588,cm,None,90,160,"Averon of Alness / "
rz.921,GB,"Naver @ Apigill",58.480099,-4.2077,cm,40,60,80,"Naver / "
rz.922,GB,"Tarff @ Ardachy Bridge",57.129501,-4.6782,cm,80,110,140,"Tarff / "
rz.923,GB,"Spey @ Boat o Brig",57.550999,-3.1404,cm,0,80,200,"Spey / "
rz.924,GB,"Brora @ Bruachrobie",58.010601,-3.8776,cm,80,110,180,"Brora / "
rz.925,GB,"Lochy (Lochaber) @ Camisky",56.878502,-5.0465,cm,0,90,240,"Lochy / Fort William | Spean / Gorge"
